samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR414242,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,207078,0.026457360028762478
ERR414244,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,5583,0.0003407298087073406
ERR414246,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,219493,0.009298797472510481
ERR414250,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,78343,0.005724807063705876
ERR414252,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,99769,0.0056260988187893605
ERR414254,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,20607,0.00438430297412204
ERR414261,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,193089,0.016335170432655373
ERR414262,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,24989,0.0027607533103574298
ERR414265,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,18217,0.0012413948379726579
ERR414266,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,3979,0.0002670222489460703
ERR414267,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,27295,0.00132574112790432
ERR414268,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,538,Bifidobacterium_adolescentis_ATCC_15703.xml|Bifidobacterium_angulatum_DSM_20098.xml|Bifidobacterium_animalis_lactis_AD011.xml|Bifidobacterium_animalis_lactis_BB_12.xml|Bifidobacterium_animalis_lactis_Bi_07.xml|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml|Bifidobacterium_animalis_lactis_CNCM_I_2494.xml|Bifidobacterium_animalis_lactis_DSM_10140.xml|Bifidobacterium_animalis_lactis_V9.xml|Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml|Bifidobacterium_boum_DSM_20432.xml|Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml|Bifidobacterium_catenulatum_DSM_16992.xml|Bifidobacterium_coryneforme_DSM_20216.xml|Bifidobacterium_dentium_ATCC_27678.xml|Bifidobacterium_gallicum_DSM_20093.xml|Bifidobacterium_kashiwanohense_DSM_21854.xml|Bifidobacterium_longum_DJO10A.xml|Bifidobacterium_longum_E18.xml|Bifidobacterium_longum_infantis_157F_NC.xml|Bifidobacterium_longum_infantis_ATCC_15697.xml|Bifidobacterium_longum_longum_ATCC_55813.xml|Bifidobacterium_longum_longum_BBMN68.xml|Bifidobacterium_longum_longum_CCUG_52486.xml|Bifidobacterium_longum_longum_JCM_1217.xml|Bifidobacterium_longum_longum_JDM301.xml|Bifidobacterium_longum_NCC2705.xml|Bifidobacterium_mongoliense_DSM_21395.xml|Bifidobacterium_pseudocatenulatum_DSM_20438.xml|Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml|Bifidobacterium_ruminantium_DSM_6489.xml|Bifidobacterium_scardovii_JCM_12489.xml|Bifidobacterium_stercoris_DSM_24849.xml|Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml|Bifidobacterium_thermophilum_RBL67.xml,312555,0.01109406022407692
