strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929038,0.871405278034121,3.29600293486056e-05,2.53175441512646,0.560017735763151,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260204,CP024160,1.19721018920407,5.49690505381932e-05,2.75725040056251,0.961038623027392,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,CP012098,1.7400242868134,2.92601564819003e-05,2.10156287017213,0.953103472512665,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929054,0.569872668887537,8.37324637168534e-05,12.3913402205692,0.785836869172768,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260204,CP022412,2.74079289072647,1.00458563148474e-05,1.44391312182763,0.954538140078155,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,HF545616,0.921975230495997,2.27652783360417e-05,1.71712708551727,0.726689570171357,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260204,CP001071,1.99717096514125,2.3984093411837e-05,1.66724569909443,0.969175491065064,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260204,CP000678,1.84991365395351,3.01503235443403e-05,1.56358075471699,0.949709198023441,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929055,0.83211338047505,5.64222261710714e-05,4.51945673142297,0.686977745496201,0
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,Bifidobacterium catenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260204,AP012325,0.782044091367738,0.000208098329930644,31.8848799624122,0.916545685856485,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260204,CP000139,1.15205356912108,5.72734284126774e-05,10.6512681542788,0.986468165538304,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP030777,1.22957937786439,8.02880496509349e-05,6.74206765860987,0.963792480831194,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260206,FP929032,1.212858930297,1.74728600976135e-05,1.69224389869207,0.938923401227606,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260206,CP024160,1.12722050900131,4.67018052843227e-05,2.36716966972746,0.961786505084659,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP012098,0.975023509533079,3.12559755001559e-05,2.21076623950236,0.821687802376337,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260206,CP022412,0.749760449773191,1.39149835203311e-05,1.66336576245545,0.865267426063431,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260206,AP009256,0.805641535494341,5.46379761288962e-05,2.49287754779842,0.984706400701518,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP001107,1.01259260128833,2.76054055753615e-05,2.14224422557662,0.639751421204768,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260214,FR875178,1.40666372034677,6.9094260023823e-05,2.90631067928069,0.956878567676744,0
Propionibacterium freudenreichii subsp. freudenreichii,Propionibacterium freudenreichii,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,CP010341,2.3169047248625,1.57042836126684e-05,1.39489742569661,0.945636978285923,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP012098,4.8066805127732,2.88055178742301e-05,2.07745098598824,0.946188215958553,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260214,CP001071,4.20360576998239,1.9352081290497e-05,1.51051538708838,0.937898645577879,0
Blautia hansenii DSM 20583,Blautia hansenii,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP022413,1.9307151150566,3.79614937992943e-05,2.53744452333272,0.937194611305498,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929053,1.95494600773529,9.00486703387789e-05,12.8625576456049,0.981227602971396,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,AE014295,2.18427848141463,4.1846787830769e-05,2.1286796555583,0.961019151659207,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929055,2.39014565244922,4.39566312688578e-05,3.23858524071137,0.84652215677154,0
[Clostridium] bolteae,Clostridium bolteae,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP022464,1.29648312745516,1.56220433437881e-05,2.2730219921143,0.827215819513251,0
Lachnoclostridium sp. YL32,Lachnoclostridium sp. YL32,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP015399,2.29533435780575,2.02719907306218e-05,3.22773896153169,0.874973408400717,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929062,0.729130743975211,3.32230359162106e-05,2.60410544936482,0.613535226000947,0
Rothia mucilaginosa DY-18,Rothia mucilaginosa,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,AP011540,0.901240698923414,4.02556975624559e-05,2.07373790159957,0.986081667062555,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP001107,2.90256463695628,2.49788846744619e-05,1.99245442719159,0.819690711763143,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260218,FR875178,1.23053841134427,2.67130322094847e-05,1.51055318337862,0.964868913105865,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,CP030777,0.821405743049052,7.30309401985116e-05,5.67387563404505,0.927338163709605,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,CP001104,0.769488562604686,4.56995279993809e-05,2.18996158761637,0.692200909987944,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260218,CP000678,0.804230647877962,3.78135036101384e-05,1.75169727793886,0.713842497842447,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260218,CP012801,1.06123874036492,1.07751147445472e-05,1.84178185728339,0.794362101175653,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260218,CP000139,0.910619893454026,5.16372097405762e-05,8.43909392793174,0.988182059816302,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,AP018536,1.30421717115788,1.91919244943075e-05,1.8705499831273,0.816989159624185,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,AP018532,0.712161560353049,2.59237131160987e-05,1.99100097585701,0.539673166470834,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP003274,1.92180144522516,1.32734615788268e-05,1.48665910526435,0.958244076481542,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260222,CP024160,0.837704572163961,5.30829616401107e-05,2.66294785468282,0.973219400701245,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,CP012098,1.80775231530889,2.67102853828289e-05,1.96985603930935,0.935725980430062,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,FP929053,1.59737213243378,2.89176339114137e-05,2.27113022379949,0.815387583569051,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP012801,3.63643842929657,6.12872628136975e-06,1.41534908751769,0.788702257213639,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP000139,1.15203646419662,5.67328398932166e-05,10.4160715198669,0.978655482517455,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,FP929049,0.704870830622508,2.71253200144356e-05,2.45758026355398,0.615888166021351,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP030777,0.829983606503386,0.000133415405332044,23.8348970492438,0.970697568490066,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP012098,1.22129183555632,2.62773591382227e-05,1.94832870291122,0.953917620835312,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260223,AP009256,3.46053414578386,4.22650551144022e-05,2.02706146754357,0.917910777930043,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,HF545616,2.80726407833748,2.2835754504489e-05,1.72000351379459,0.916207846264982,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,FP929053,0.741063733034372,5.06926424885229e-05,4.21204170977959,0.855596342137203,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,FP929049,0.787818993527587,2.61590592571804e-05,2.38010988150274,0.60037463179289,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP001107,3.29675997552978,1.99943889825782e-05,1.73638462024873,0.799325175090646,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,CP030777,0.943513512703609,0.000115883328180488,15.7120954649863,0.971490181771752,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260227,CP024160,1.07686071293808,5.98955970159068e-05,3.01962804695158,0.979656135248312,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929054,0.589659999343356,9.38510968253809e-05,16.7963898018755,0.901493503432173,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260227,CP001071,1.95378151912197,2.32304914777524e-05,1.64068110716384,0.979226471119959,0
[Eubacterium] hallii,Eubacterium hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,LT907978,1.18412292235907,3.68589103760983e-05,2.81987825840041,0.706751121564233,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929053,1.35045263340518,4.27893517212923e-05,3.36612674964673,0.841127882908588,0
Klebsiella pneumoniae subsp. pneumoniae HS11286,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR260227,CP003200,0.834101208862065,3.74918902368012e-05,4.95249471313205,0.967552060798205,0
Enterococcus hirae ATCC 9790,Enterococcus hirae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260227,CP003504,1.38940134199175,2.54689908578184e-05,1.77923763955614,0.98339917492899,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929049,0.666365700578032,3.87559585600306e-05,3.61366058232463,0.669608748840622,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,CP001107,3.223002246772,1.84287775038455e-05,1.6629570973824,0.800293930068066,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260230,FP929032,1.07025020019426,2.18612168476329e-05,1.93126582466508,0.876407348805228,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260230,CP011531,1.07761780971211,5.01478935141505e-05,8.4185109023513,0.999404519433858,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP001104,1.67342485088862,5.31810092618201e-05,2.48982854796759,0.953332902101978,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP012098,1.08991263176458,3.21297601205761e-05,2.2603452596675,0.874664999983844,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,HF545616,0.698325634471444,3.99504894346108e-05,2.58256779557176,0.53060459116673,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP003040,0.933213286341078,2.18473769895314e-05,1.87353697069588,0.602435163300186,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260230,CP000678,1.84373076551237,2.88757786225876e-05,1.53431406516263,0.976727603630283,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP001107,2.07786856371177,3.54720833859305e-05,2.66168280782363,0.833688438481471,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP030777,1.6696499323928,7.43722561285154e-05,5.85768313478207,0.948956208622595,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP012098,1.79060204042678,2.94040990852618e-05,2.1092550810175,0.952058467172442,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,HF545616,2.66124712788106,2.01850045976451e-05,1.61506252999699,0.91682429274341,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260231,CP001071,2.14849481749489,2.33374178440694e-05,1.64442435451568,0.975254022465655,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260231,AE014295,0.887232542755753,4.40888929397027e-05,2.21661414810195,0.917701852277361,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,FP929055,0.662524997833582,6.0025190615611e-05,4.9764333811042,0.706411833618955,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP001107,2.11385982318909,2.42401599350068e-05,1.95224488574749,0.881492451784844,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,CP012098,1.51610071372449,2.86435800486516e-05,2.0689295518145,0.986145521242675,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,HF545616,2.51207765320977,2.52015752365474e-05,1.81940988644076,0.951288255783913,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260235,CP001071,2.17368955733992,1.61387162209622e-05,1.41052850276567,0.990111170502569,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,FP929053,1.63534988633776,8.36859333674805e-05,10.7384975449616,0.98297720006068,0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,Bifidobacterium pseudocatenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260235,AP012330,1.78053418871632,8.72886730490088e-05,5.03191499721546,0.967108931878623,0
Acidaminococcus intestini RyC-MR95,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR260235,CP003058,0.899792061254182,2.22173787426155e-05,1.5561152468529,0.964567239513217,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260235,AE014295,1.6109146082966,4.23945714352696e-05,2.14983606993836,0.969653755801322,0
Escherichia phage TL-2011b,Escherichia phage TL-2011b,Epsilon15virus,Podoviridae,Caudovirales,"","",Viruses,ERR260238,JQ011317,0.533589649090502,0.010779421330891,47.9333861161599,0.960842589655293,1.44124734940631e-202
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260238,CP024160,1.49765599526317,6.42211422969728e-05,3.27050463790691,0.983322502815241,0
