samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative,taxa_id
ERR414337,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,224736,0.0169084353633196,28116.0
ERR414338,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,61528,0.00672703740301895,28116.0
ERR414339,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,107063,0.00750779737873995,28116.0
ERR414341,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,1176309,0.0450964131163273,28116.0
ERR414343,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,245874,0.0117088895584472,28116.0
ERR414344,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,9191,0.0005063777090670259,28116.0
ERR414345,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,41632,0.00255515412369052,28116.0
ERR414347,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,478331,0.024883522437755,28116.0
ERR414351,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851,Bacteroides_ovatus_ATCC_8483.xml|Bacteroides_ovatus_SD_CC_2a.xml|Bacteroides_ovatus_SD_CMC_3f.xml,86231,0.00851090919499162,28116.0
ERR260132,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1365,0.00011831002322516799,158787.0
ERR260134,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,2710,0.000104230596849398,158787.0
ERR260138,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,866,8.82990953421208e-05,158787.0
ERR260142,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1273,0.000178970552384948,158787.0
ERR260143,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1056,0.000137368337456768,158787.0
ERR260173,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,4922,0.00029253538492444303,158787.0
ERR260174,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,487,4.57842871898855e-05,158787.0
ERR260177,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,2267,0.000144025200026353,158787.0
ERR260180,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,518,8.33851270874654e-05,158787.0
ERR260185,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1175,0.000105362559741692,158787.0
ERR260186,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1108,0.00011827151938553501,158787.0
ERR260189,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,929,0.000110891662069059,158787.0
ERR260194,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1892,0.000144700036136769,158787.0
ERR260199,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1902,0.000261926467793511,158787.0
ERR260206,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,348,9.480777587223841e-05,158787.0
ERR260245,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,607,0.00011767335543731399,158787.0
ERR260252,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,870,0.000155562234996604,158787.0
ERR260258,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,538,6.98211643782283e-05,158787.0
ERR275251,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,702,0.000111313070865992,158787.0
ERR321548,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1947,0.000148539517805784,158787.0
ERR321553,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1120,0.000119266908906278,158787.0
ERR321560,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,656,3.42369469160835e-05,158787.0
ERR321568,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,544,3.2861137711786e-05,158787.0
ERR321578,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,447,3.0737990264927805e-05,158787.0
ERR321584,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,498,4.81578509916794e-05,158787.0
ERR321606,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,607,2.6601046661347304e-05,158787.0
ERR321619,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,343,3.7062045213318e-05,158787.0
ERR321628,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,920,0.000119041765544655,158787.0
ERR321631,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,738,5.8265056108933206e-05,158787.0
ERR321640,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1212,6.5824067907845e-05,158787.0
ERR321648,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,681,3.4592769196891494e-05,158787.0
ERR414233,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,438,3.32639650555212e-05,158787.0
ERR414235,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,989,9.125646776755121e-05,158787.0
ERR414240,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1057,6.776015443930301e-05,158787.0
ERR414252,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,855,4.8214520442872103e-05,158787.0
ERR414261,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,497,4.2045790827182e-05,158787.0
ERR414279,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,759,7.794953491651341e-05,158787.0
ERR414295,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1848,0.000144346311170655,158787.0
ERR414302,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,548,4.7274451049160703e-05,158787.0
ERR414309,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1318,7.965127487364879e-05,158787.0
ERR414311,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1090,7.09565707379399e-05,158787.0
ERR414313,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,804,8.77608059585658e-05,158787.0
ERR414319,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,880,4.78482349683275e-05,158787.0
ERR414320,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,675,5.1676528207001295e-05,158787.0
ERR414321,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,493,5.2163819788286796e-05,158787.0
ERR414333,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,402,4.37113740148495e-05,158787.0
ERR414338,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,483,5.28078121450096e-05,158787.0
ERR414343,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,692,3.29540804413866e-05,158787.0
ERR414347,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,1049,5.45706112236193e-05,158787.0
ERR414351,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667,Bifidobacterium_scardovii_JCM_12489.xml,412,4.06639675793688e-05,158787.0
ERR260132,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,6609,0.0005728285300330639,1322.0
ERR260134,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,63038,0.0024245344517314802,1322.0
ERR260138,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,81340,0.00829358939391236,1322.0
ERR260139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,10597,0.0015817950126810801,1322.0
ERR260140,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,6567,0.00118958103090139,1322.0
ERR260142,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,8639,0.0012145534972926699,1322.0
ERR260143,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,6778,0.0008817069993200529,1322.0
ERR260150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,12465,0.000934589599700991,1322.0
ERR260151,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,4104,0.00115142016904329,1322.0
ERR260152,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,7691,0.00194953020909985,1322.0
ERR260154,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,11562,0.00124661042076606,1322.0
ERR260158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,3429,0.000874967880845144,1322.0
ERR260161,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,20718,0.00130466208571878,1322.0
ERR260162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,81362,0.00429483984193731,1322.0
ERR260164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,13025,0.00125234568433024,1322.0
ERR260165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,16968,0.0017172206730780401,1322.0
ERR260166,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,11370,0.00122975407838693,1322.0
ERR260167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,27422,0.0018527375646764,1322.0
ERR260172,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,20113,0.000931747643657786,1322.0
ERR260173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,20249,0.00120348415468002,1322.0
ERR260174,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,10299,0.000968238960510535,1322.0
ERR260177,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,47981,0.00304828986434249,1322.0
ERR260180,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,14109,0.00227119837466612,1322.0
ERR260181,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,14536,0.0008592893577698769,1322.0
ERR260182,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,8453,0.0007116235751217481,1322.0
ERR260185,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,59902,0.00537142813076328,1322.0
ERR260186,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,9066,0.000967734291289943,1322.0
ERR260189,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,8584,0.00102464373218601,1322.0
ERR260194,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633,Blautia_hansenii_VPI_C7_24_DSM_20583.xml,16473,0.00125985396156501,1322.0
