strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,HF545616,2.5001412283121,2.50555495200561e-05,1.71235134500011,0.913889856301426,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260235,CP001071,2.17321765926092,1.60178197602489e-05,1.39518425729765,0.989817211536443,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,FP929053,1.57854443297232,8.17254408504591e-05,6.30199062150612,0.984432272056763,0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,Bifidobacterium pseudocatenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260235,AP012330,1.70308324686749,9.12499748264205e-05,3.80932070667297,0.954574493133143,0
Acidaminococcus intestini RyC-MR95,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR260235,CP003058,0.897482986361528,2.0526129147192e-05,1.38472748149643,0.993291341751208,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260235,AE014295,1.59838391633383,4.24607362871412e-05,2.0140247448454,0.955424142238109,0
Escherichia phage TL-2011b,Escherichia phage TL-2011b,Epsilon15virus,Podoviridae,Caudovirales,"","",Viruses,ERR260238,JQ011317,0.484639935401412,0.0103973234950815,15.5629548748147,0.937778260630294,5.15985095864341e-160
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260238,CP024160,1.47911881827112,6.26746203115368e-05,2.66657568220156,0.986285346944394,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260238,CP012098,1.2724796775127,3.0003900339023e-05,1.8716333184685,0.988102321004521,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260238,AP009256,1.41686373861841,4.50642082658961e-05,1.87718311574653,0.952808339970522,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260238,FP929053,2.60213149259387,2.30349508063388e-05,1.77700495428805,0.942488475081513,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260238,CP000139,1.26439672528731,5.25610092237299e-05,5.52123036043624,0.99696722358486,0
Escherichia marmotae,Escherichia marmotae,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR260238,CP025979,3.70145395324355,1.96614592081989e-05,1.97945749916106,0.953107426204593,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260238,FP929049,2.55388928727068,2.1324376529658e-05,1.85410977213678,0.908008772080531,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260238,CP001107,4.39517106232254,2.03013934165164e-05,1.58431380530164,0.786056236701758,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260244,AP013105,1.11039823208355,5.0987869102136e-05,2.29772171260689,0.991318667086234,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,CP030777,0.765644384989638,0.0001075995111665,4.81589188502294,0.98567108632051,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,CP012098,2.0863215202628,2.9961584355517e-05,1.93646213435318,0.936979723981342,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,FP929054,0.918267892388345,4.14609595105444e-05,2.55913979986284,0.974860201091193,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260244,CP001071,3.33246063342808,1.00023722752167e-05,1.23227189589131,0.981032484652685,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,FP929053,2.66709034854316,2.52693253094338e-05,1.88805802504913,0.835341053722318,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,FP929049,1.22290778362449,1.65392562950133e-05,1.61706737869207,0.98752929500853,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260244,CP001107,2.69012529155776,2.34508499180892e-05,1.71564939241294,0.748547101623963,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,CP030777,1.43615152324863,7.56808261611878e-05,5.25444860484161,0.992810023527338,0
Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus champanellensis,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,FP929052,1.49232450159235,2.14052293546155e-05,1.47578474692356,0.988722934318821,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260245,CP024160,0.960059434985483,5.02399606659722e-05,2.05647566522787,0.992965823545469,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,CP001104,1.33779737243821,4.5717930230474e-05,1.95592828768339,0.945684966396574,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,CP012098,1.09135754463176,3.03024396818933e-05,1.88619842738307,0.989048671532705,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,FP929054,1.29121492097481,3.24317340707227e-05,2.11902653666045,0.982028470978587,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260245,AP009256,0.925644000172029,3.83983375349965e-05,1.61343668185696,0.981510588447562,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260245,CP001071,1.02358194396767,2.16142821266853e-05,1.51970668344495,0.987024010275547,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,FP929053,0.867977219727044,4.19906883915533e-05,2.36507352918918,0.994995647683383,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260245,CP000678,1.62328173936964,3.37534208679796e-05,1.5901677432514,0.93558653654648,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260245,AE014295,0.962255864856638,3.85644961696491e-05,1.72173961975811,0.989752812507618,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,FP929055,1.61597622449495,3.20113473877415e-05,1.90433398282902,0.970227835459285,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260245,CP012801,0.994963670994931,8.00135077238697e-06,1.40670432323185,0.988550220067861,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260245,CP001107,1.8293706802466,2.41856135876772e-05,1.71557849470381,0.817310602105425,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,AP018532,1.82334472864354,1.46993042200387e-05,1.37636405491443,0.986685289602593,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260246,FP929032,1.12497417808946,2.80681695170074e-05,1.91624502671433,0.991657958301223,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260246,CP003274,1.50538522448352,3.5924713023339e-05,2.39831585061931,0.989011939603574,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260246,CP024160,0.98052615577573,5.49162736454624e-05,2.21497819379304,0.997159132843417,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,CP012098,2.88356872498954,3.72963448685555e-05,2.22107784718177,0.871873519627314,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260246,CP001071,2.86900510498458,1.97900672239245e-05,1.50957974712739,0.922245643436072,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,FP929053,1.9337645646339,2.32609126773523e-05,1.74921843543064,0.986053414746113,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,CP003040,1.79912544744874,1.31532943249979e-05,1.36731792977838,0.966858658327632,0
Faecalitalea cylindroides T2-87,Faecalitalea cylindroides,Faecalitalea,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,ERR260246,FP929041,0.962012415002009,4.83648476455498e-05,1.76114725681029,0.990073994752831,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260246,CP000139,0.830034201108435,5.41090462795863e-05,4.19090107107482,0.990450679629302,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,CP015406,0.967495733435898,1.7131904276144e-05,1.53585261216593,0.993461642518821,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260246,CP001107,3.23750967576737,2.2687446152767e-05,1.67581265049683,0.674427580839682,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,CP030777,0.879823702158543,9.45655746563432e-05,5.6876911547173,0.98025916463634,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260250,FP929032,1.18693897281625,3.3648741890609e-05,2.21120646868715,0.98562289387364,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260250,CP003274,1.03031122344897,5.33479779163644e-05,3.45347241840807,0.992131163208166,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,CP001104,1.45378661440475,5.0194039136778e-05,2.10396880020984,0.949917726520707,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,CP012098,0.810620992608552,2.67884118043592e-05,1.65080782941115,0.990966545447206,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260250,CP022412,2.80137651266733,9.03865824155915e-06,1.34848364780604,0.967240476457665,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,HF545616,1.33846784033784,1.91283311791965e-05,1.50923580046861,0.990297301380707,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260250,CP001071,3.33631770024498,2.1633865574566e-05,1.56682949516498,0.954207814415586,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,CP003040,0.81903528587887,1.83276129004015e-05,1.49004877856392,0.99404200823991,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260250,FP929039,2.39447430383828,2.20005363098131e-05,1.67387710885063,0.93587601157755,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260250,AP006841,1.23839216613901,9.22872263973222e-06,1.39316588960585,0.988567931700915,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,CP030777,1.15017016161767,9.00049891932506e-05,6.9129548990237,0.991210411857651,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260251,CP011531,1.08700193283865,5.08788855241731e-05,5.38207255434265,0.999247686723599,0
Lactobacillus ruminis ATCC 27782,Lactobacillus ruminis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260251,CP003032,1.13934395985571,4.09606257925071e-05,1.83573708215412,0.995824012645798,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260251,CP024160,1.00704798899174,5.35933152671469e-05,2.19248341767867,0.993387058776663,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,CP001104,1.15534719934121,4.3622013363564e-05,1.80137129299891,0.962902691602329,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,CP012098,0.753110866563615,4.00590956609493e-05,1.93001928709208,0.976155464429333,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260251,AP009256,1.34330854645451,4.48530698978887e-05,1.85111432691158,0.95022905158367,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,HF545616,1.94797155559167,1.58559364878377e-05,1.41274210051058,0.967583969853131,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,FP929053,0.91820862908264,7.15435482277612e-05,3.89831206907181,0.993357299157397,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,FP929055,0.767263828407131,3.5711524016332e-05,1.95002308434149,0.955565358058448,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,FP929039,1.35551993366656,2.93723465707891e-05,1.96139267344909,0.983212386566479,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260251,CP001107,2.10592734525101,3.38847543894388e-05,2.16100458574515,0.832118579747299,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260252,FP929032,1.49191730904942,1.89563580482159e-05,1.55414396340991,0.932418750677894,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260252,CP024160,1.17021643771251,6.11196893085035e-05,2.58361291747651,0.994604000805462,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260252,CP012098,0.755219076356901,2.85398100353648e-05,1.56976982221656,0.998789537379786,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260252,AP009256,1.35342573496763,4.27872937494032e-05,1.82798682793121,0.962074432134105,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260252,HF545616,2.47090628998627,1.65584705616493e-05,1.44545762943467,0.835202638148591,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260252,CP001071,2.60195271832463,2.15942545233976e-05,1.57517237294184,0.961680536389288,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260252,CP000678,2.05708127974346,3.03471675838528e-05,1.52868079603375,0.818546467189696,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260252,AE014295,1.52106302704936,4.61177366650591e-05,2.04788587593816,0.966449371587471,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260252,FP929044,2.38457675274792,2.43877657111895e-05,1.68839106712641,0.889905465211887,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260252,CP001107,1.19829142595131,1.81708081499315e-05,1.48254678950467,0.977118442543327,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260258,AP013105,0.788778329474438,3.8411591048125e-05,1.71282900187338,0.994217100197804,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260258,CP030777,2.56838704944259,3.4052674770716e-05,2.16263446066151,0.97200784800526,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260258,CP024160,1.04396901687597,5.57304398253751e-05,2.32898085860697,0.994353722594606,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260258,CP012098,1.05786652346924,2.39765909805937e-05,1.62129338194635,0.986230800159482,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260258,AP009256,0.759552030193683,3.75656271326295e-05,1.47222622941272,0.991010160869613,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260258,HF545616,1.99147624047219,2.58765686394871e-05,1.735912451811,0.965506868339723,0
