compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
medium,,,786,786,0.30000000000000004,ERR414278
Akkermansia,0.13724956436844768,0.07263669617062615,2274,1386,0.2,ERR414278
Alistipes,0.06341974829430153,0.033528810428420194,2650,1613,0.2,ERR414278
Anaerostipes,0.006923475037513884,0.003660374733871194,2034,1491,0.2,ERR414278
Bacteroides,0.3135639786057438,0.16577526151647837,3307,1887,0.2,ERR414278
Bifidobacterium,0.010371559686983816,0.005483264351687427,3108,1734,0.2,ERR414278
Blautia,0.024571383922045057,0.012990425083481656,3108,1818,0.2,ERR414278
Collinsella,0.00953530393947592,0.00504115699578926,2629,1587,0.2,ERR414278
Coprococcus,0.01150705832337724,0.006083576851576024,2188,1591,0.2,ERR414278
Desulfovibrio,0.008718792341398468,0.0046094901682645645,1739,1384,0.2,ERR414278
Dialister,0.001427319965563963,0.0007572614811758627,1187,1056,0.2,ERR414278
Eubacterium,0.2436517658551121,0.12881402715413218,2482,1761,0.2,ERR414278
Faecalibacterium,0.02549781862156151,0.013480213371937989,1986,1472,0.2,ERR414278
Flavonifractor,0.002402484906227893,0.006310092656992403,1207,1105,0.2,ERR414278
Klebsiella,0.0028998694365607878,0.0015337403393073858,2632,1836,0.2,ERR414278
Lachnoclostridium,0.008892848921129265,0.004701508168996525,3174,1970,0.2,ERR414278
Methanobrevibacter,0.007516219608712967,0.003973732470473528,1063,1000,0.2,ERR414278
Odoribacter,0.02011382712190794,0.010633801718908943,2526,1594,0.2,ERR414278
Olsenella,0.00341055676260923,0.0018035540261048591,1417,1193,0.2,ERR414278
Parabacteroides,0.05401047084055185,0.028554305083957968,2870,1747,0.2,ERR414278
Prevotella,0.005741346601401751,0.003035457425965054,2861,1722,0.2,ERR414278
Roseburia,0.016871585732457534,0.008919692157452416,2357,1567,0.2,ERR414278
Ruminococcus,0.012024887150283504,0.006357341457176788,2983,1793,0.2,ERR414278
Shigella,0.009678133956632326,0.005116668653816994,1858,1430,0.2,ERR414278
medium,,,786,786,0.2,ERR414278
Akkermansia,0.13724956436844768,0.036921214760867946,2274,1386,0.1,ERR414278
Alistipes,0.06341974829430153,0.016731922094877776,2650,1613,0.1,ERR414278
Anaerostipes,0.006923475037513884,0.0018266084003763256,2034,1491,0.1,ERR414278
Bacteroides,0.3135639786057438,0.08272704012360806,3307,1887,0.1,ERR414278
Bifidobacterium,0.010371559686983816,0.002736310587283446,3108,1734,0.1,ERR414278
Blautia,0.024571383922045057,0.006482625563923145,3108,1818,0.1,ERR414278
Collinsella,0.00953530393947592,0.002515682685200122,2629,1587,0.1,ERR414278
Coprococcus,0.01150705832337724,0.0030358872212336145,2188,1591,0.1,ERR414278
Desulfovibrio,0.008718792341398468,0.0023002638478028213,1739,1384,0.1,ERR414278
Dialister,0.001427319965563963,0.0003765673570647616,1187,1056,0.1,ERR414278
Eubacterium,0.2436517658551121,0.0642822224023986,2482,1761,0.1,ERR414278
Faecalibacterium,0.02549781862156151,0.006727045222387289,1986,1472,0.1,ERR414278
Flavonifractor,0.002402484906227893,0.00441423385669526,1207,1105,0.1,ERR414278
Klebsiella,0.0028998694365607878,0.0007650675213863331,2632,1836,0.1,ERR414278
Lachnoclostridium,0.008892848921129265,0.002346184893061469,3174,1970,0.1,ERR414278
Methanobrevibacter,0.007516219608712967,0.0019829911715212936,1063,1000,0.1,ERR414278
Odoribacter,0.02011382712190794,0.0053065960917526335,2526,1594,0.1,ERR414278
Olsenella,0.00341055676260923,0.0008998012715158259,1417,1193,0.1,ERR414278
Parabacteroides,0.05401047084055185,0.014249488758889504,2870,1747,0.1,ERR414278
Prevotella,0.005741346601401751,0.0015147295074652476,2861,1722,0.1,ERR414278
Roseburia,0.016871585732457534,0.0044512011745765,2357,1567,0.1,ERR414278
Ruminococcus,0.012024887150283504,0.003172505101664442,2983,1793,0.1,ERR414278
Shigella,0.009678133956632326,0.002553365280665437,1858,1430,0.1,ERR414278
medium,,,786,786,0.1,ERR414278
Akkermansia,0.027986416880542014,0.0,2274,1386,,ERR414252
Alistipes,0.17818320791696995,2.5718058418706846,2650,1613,,ERR414252
Anaerostipes,0.009753996830062022,4.778399897986674e-13,2034,1491,,ERR414252
Bacteroides,0.4714965049093863,0.0,3307,1887,,ERR414252
Barnesiella,0.0038379292242240208,8.942054006022806,2235,1371,,ERR414252
Bifidobacterium,0.007261366168011953,0.0,3108,1734,,ERR414252
Blautia,0.01364018037947114,0.0,3108,1818,,ERR414252
Clostridium,0.001881190864342681,0.0,3532,2001,,ERR414252
Coprococcus,0.0023189733168138085,0.0,2188,1591,,ERR414252
Eubacterium,0.11940179775382302,4.056310842770472e-12,2482,1761,,ERR414252
Faecalibacterium,0.010405393829167026,3.985700658404312e-13,1986,1472,,ERR414252
Faecalitalea,0.004173162137953366,-1.8829382497642655e-13,994,892,,ERR414252
Flavonifractor,0.008084819313025807,0.0,1207,1105,,ERR414252
Lachnoclostridium,0.009958440871457102,0.0,3174,1970,,ERR414252
Odoribacter,0.03939612659693249,0.0,2526,1594,,ERR414252
Parabacteroides,0.061371932329531774,0.0,2870,1747,,ERR414252
Roseburia,0.020162738621459085,3.7836400679225335e-13,2357,1567,,ERR414252
Ruminococcus,0.010685822056826418,0.0,2983,1793,,ERR414252
medium,,,776,776,,ERR414252
Akkermansia,0.027986416880542014,5.303317939387171e-11,2274,1386,1.0,ERR414252
Alistipes,0.17818320791696995,2.634723650174958,2650,1613,1.0,ERR414252
Anaerostipes,0.009753996830062022,1.369069995199625e-10,2034,1491,1.0,ERR414252
Bacteroides,0.4714965049093863,8.525681818098659e-12,3307,1887,1.0,ERR414252
Barnesiella,0.0038379292242240208,0.05797065992108496,2235,1371,1.0,ERR414252
Bifidobacterium,0.007261366168011953,8.197411191944376e-10,3108,1734,1.0,ERR414252
Blautia,0.01364018037947114,7.634452218523963e-11,3108,1818,1.0,ERR414252
Clostridium,0.001881190864342681,5.028252511203229e-10,3532,2001,1.0,ERR414252
Coprococcus,0.0023189733168138085,4.890956145680616e-10,2188,1591,1.0,ERR414252
Eubacterium,0.11940179775382302,1.138171469987029e-11,2482,1761,1.0,ERR414252
Faecalibacterium,0.010405393829167026,8.689626073196206e-11,1986,1472,1.0,ERR414252
Faecalitalea,0.004173162137953366,1.271036784788976e-10,994,892,1.0,ERR414252
Flavonifractor,0.008084819313025807,6.376448623246055e-11,1207,1105,1.0,ERR414252
Lachnoclostridium,0.009958440871457102,1.688837560467429e-10,3174,1970,1.0,ERR414252
Odoribacter,0.03939612659693249,0.5809404445382846,2526,1594,1.0,ERR414252
Parabacteroides,0.061371932329531774,2.2164171947170636e-11,2870,1747,1.0,ERR414252
Roseburia,0.020162738621459085,4.85265762723166e-11,2357,1567,1.0,ERR414252
Ruminococcus,0.010685822056826418,9.863466124196551e-11,2983,1793,1.0,ERR414252
medium,,,776,776,1.0,ERR414252
Akkermansia,0.027986416880542014,1.5415251655859307e-09,2274,1386,0.9,ERR414252
Alistipes,0.17818320791696995,1.5122054958927575,2650,1613,0.9,ERR414252
Anaerostipes,0.009753996830062022,2.562657051397791e-10,2034,1491,0.9,ERR414252
Bacteroides,0.4714965049093863,0.31727617238494404,3307,1887,0.9,ERR414252
Barnesiella,0.0038379292242240208,0.03452130156427994,2235,1371,0.9,ERR414252
Bifidobacterium,0.007261366168011953,0.040262384456858896,3108,1734,0.9,ERR414252
Blautia,0.01364018037947114,8.967330556940893e-11,3108,1818,0.9,ERR414252
Clostridium,0.001881190864342681,9.026706941143545e-10,3532,2001,0.9,ERR414252
Coprococcus,0.0023189733168138085,0.0009646945972038131,2188,1591,0.9,ERR414252
Eubacterium,0.11940179775382302,1.2728065758811984e-10,2482,1761,0.9,ERR414252
Faecalibacterium,0.010405393829167026,2.9235833107827456e-10,1986,1472,0.9,ERR414252
Faecalitalea,0.004173162137953366,9.788001139979048e-10,994,892,0.9,ERR414252
Flavonifractor,0.008084819313025807,2.2272439731534523e-11,1207,1105,0.9,ERR414252
Lachnoclostridium,0.009958440871457102,1.840079521465003e-10,3174,1970,0.9,ERR414252
Odoribacter,0.03939612659693249,0.33432709066759864,2526,1594,0.9,ERR414252
Parabacteroides,0.061371932329531774,0.1739070240968235,2870,1747,0.9,ERR414252
Roseburia,0.020162738621459085,7.86422625099369e-11,2357,1567,0.9,ERR414252
Ruminococcus,0.010685822056826418,3.5152056208019376e-10,2983,1793,0.9,ERR414252
medium,,,776,776,0.9,ERR414252
Akkermansia,0.027986416880542014,4.010135844268963e-11,2274,1386,0.8,ERR414252
Alistipes,0.17818320791696995,0.46733157472759845,2650,1613,0.8,ERR414252
Anaerostipes,0.009753996830062022,0.015800441135724923,2034,1491,0.8,ERR414252
Bacteroides,0.4714965049093863,0.6192221212940973,3307,1887,0.8,ERR414252
Barnesiella,0.0038379292242240208,0.020101152290070038,2235,1371,0.8,ERR414252
Bifidobacterium,0.007261366168011953,0.022067793844355168,3108,1734,0.8,ERR414252
Blautia,0.01364018037947114,0.018942425933305283,3108,1818,0.8,ERR414252
Clostridium,0.001881190864342681,0.004411867147031566,3532,2001,0.8,ERR414252
Coprococcus,0.0023189733168138085,0.006541114738497795,2188,1591,0.8,ERR414252
Eubacterium,0.11940179775382302,0.05631128317741999,2482,1761,0.8,ERR414252
Faecalibacterium,0.010405393829167026,0.012038240130627648,1986,1472,0.8,ERR414252
Faecalitalea,0.004173162137953366,0.009252794447820668,994,892,0.8,ERR414252
Flavonifractor,0.008084819313025807,0.00910191123501559,1207,1105,0.8,ERR414252
Lachnoclostridium,0.009958440871457102,0.011865518240173286,3174,1970,0.8,ERR414252
Odoribacter,0.03939612659693249,0.10354621797610106,2526,1594,0.8,ERR414252
Parabacteroides,0.061371932329531774,0.10525253644788593,2870,1747,0.8,ERR414252
Roseburia,0.020162738621459085,0.019140765630319988,2357,1567,0.8,ERR414252
Ruminococcus,0.010685822056826418,0.013951988106604227,2983,1793,0.8,ERR414252
medium,,,776,776,0.8,ERR414252
Akkermansia,0.027986416880542014,0.03615451896922853,2274,1386,0.7000000000000001,ERR414252
Alistipes,0.17818320791696995,0.22334007472992704,2650,1613,0.7000000000000001,ERR414252
Anaerostipes,0.009753996830062022,0.012215985736375657,2034,1491,0.7000000000000001,ERR414252
Bacteroides,0.4714965049093863,0.5896098469625838,3307,1887,0.7000000000000001,ERR414252
Barnesiella,0.0038379292242240208,0.01394884930984815,2235,1371,0.7000000000000001,ERR414252
Bifidobacterium,0.007261366168011953,0.009112486879225223,3108,1734,0.7000000000000001,ERR414252
Blautia,0.01364018037947114,0.01705971303915917,3108,1818,0.7000000000000001,ERR414252
Clostridium,0.001881190864342681,0.00235739085799903,3532,2001,0.7000000000000001,ERR414252
Coprococcus,0.0023189733168138085,0.002909703150550654,2188,1591,0.7000000000000001,ERR414252
Eubacterium,0.11940179775382302,0.14908764064529614,2482,1761,0.7000000000000001,ERR414252
Faecalibacterium,0.010405393829167026,0.013013617639131383,1986,1472,0.7000000000000001,ERR414252
Faecalitalea,0.004173162137953366,0.008114066391021352,994,892,0.7000000000000001,ERR414252
Flavonifractor,0.008084819313025807,0.011562232593349415,1207,1105,0.7000000000000001,ERR414252
Lachnoclostridium,0.009958440871457102,0.012451430841417095,3174,1970,0.7000000000000001,ERR414252
Odoribacter,0.03939612659693249,0.04974882218160033,2526,1594,0.7000000000000001,ERR414252
Parabacteroides,0.061371932329531774,0.07680106161966772,2870,1747,0.7000000000000001,ERR414252
Roseburia,0.020162738621459085,0.025183736209939415,2357,1567,0.7000000000000001,ERR414252
Ruminococcus,0.010685822056826418,0.013359821204130385,2983,1793,0.7000000000000001,ERR414252
medium,,,776,776,0.7000000000000001,ERR414252
Akkermansia,0.027986416880542014,0.031104749512864748,2274,1386,0.6,ERR414252
Alistipes,0.17818320791696995,0.1910121063430162,2650,1613,0.6,ERR414252
Anaerostipes,0.009753996830062022,0.010456268596387912,2034,1491,0.6,ERR414252
Bacteroides,0.4714965049093863,0.5054434791456476,3307,1887,0.6,ERR414252
Barnesiella,0.0038379292242240208,0.015887293083198775,2235,1371,0.6,ERR414252
Bifidobacterium,0.007261366168011953,0.007784172611060506,3108,1734,0.6,ERR414252
Blautia,0.01364018037947114,0.014622250974488297,3108,1818,0.6,ERR414252
Clostridium,0.001881190864342681,0.002016633521155005,3532,2001,0.6,ERR414252
Coprococcus,0.0023189733168138085,0.002485935590235861,2188,1591,0.6,ERR414252
Eubacterium,0.11940179775382302,0.12799853115518203,2482,1761,0.6,ERR414252
Faecalibacterium,0.010405393829167026,0.011154565108383566,1986,1472,0.6,ERR414252
Faecalitalea,0.004173162137953366,0.010095279431211236,994,892,0.6,ERR414252
Flavonifractor,0.008084819313025807,0.01078773647241637,1207,1105,0.6,ERR414252
Lachnoclostridium,0.009958440871457102,0.01067543226484209,3174,1970,0.6,ERR414252
Odoribacter,0.03939612659693249,0.04223258303643517,2526,1594,0.6,ERR414252
Parabacteroides,0.061371932329531774,0.06579061069634158,2870,1747,0.6,ERR414252
Roseburia,0.020162738621459085,0.021614422709061377,2357,1567,0.6,ERR414252
Ruminococcus,0.010685822056826418,0.011455183708150204,2983,1793,0.6,ERR414252
medium,,,776,776,0.6,ERR414252
Akkermansia,0.027986416880542014,0.02943221138151243,2274,1386,0.5,ERR414252
Alistipes,0.17818320791696995,0.15910502531161905,2650,1613,0.5,ERR414252
Anaerostipes,0.009753996830062022,0.008709630555335607,2034,1491,0.5,ERR414252
Bacteroides,0.4714965049093863,0.4210130922212757,3307,1887,0.5,ERR414252
Barnesiella,0.0038379292242240208,0.01485637713913443,2235,1371,0.5,ERR414252
Bifidobacterium,0.007261366168011953,0.0064838873472885935,3108,1734,0.5,ERR414252
Blautia,0.01364018037947114,0.012179718109033073,3108,1818,0.5,ERR414252
Clostridium,0.001881190864342681,0.0016797706217075428,3532,2001,0.5,ERR414252
Coprococcus,0.0023189733168138085,0.002070679447294523,2188,1591,0.5,ERR414252
Eubacterium,0.11940179775382302,0.10661737587963555,2482,1761,0.5,ERR414252
Faecalibacterium,0.010405393829167026,0.009291282088301616,1986,1472,0.5,ERR414252
Faecalitalea,0.004173162137953366,0.008759192897759688,994,892,0.5,ERR414252
Flavonifractor,0.008084819313025807,0.009565864587613337,1207,1105,0.5,ERR414252
Lachnoclostridium,0.009958440871457102,0.00889218465071709,3174,1970,0.5,ERR414252
Odoribacter,0.03939612659693249,0.0351779597677674,2526,1594,0.5,ERR414252
Parabacteroides,0.061371932329531774,0.05480080284128112,2870,1747,0.5,ERR414252
Roseburia,0.020162738621459085,0.018003902141033663,2357,1567,0.5,ERR414252
Ruminococcus,0.010685822056826418,0.009541684698036451,2983,1793,0.5,ERR414252
medium,,,776,776,0.5,ERR414252
Akkermansia,0.027986416880542014,0.0235010555489145,2274,1386,0.4,ERR414252
Alistipes,0.17818320791696995,0.1272802789042677,2650,1613,0.4,ERR414252
Anaerostipes,0.009753996830062022,0.006967499259542263,2034,1491,0.4,ERR414252
Bacteroides,0.4714965049093863,0.3368005007189383,3307,1887,0.4,ERR414252
Barnesiella,0.0038379292242240208,0.012350738243719139,2235,1371,0.4,ERR414252
Bifidobacterium,0.007261366168011953,0.0051869571418032365,3108,1734,0.4,ERR414252
Blautia,0.01364018037947114,0.009743487092223984,3108,1818,0.4,ERR414252
Clostridium,0.001881190864342681,0.001343777216308959,3532,2001,0.4,ERR414252
Coprococcus,0.0023189733168138085,0.001656495044134454,2188,1591,0.4,ERR414252
Eubacterium,0.11940179775382302,0.08529137249114997,2482,1761,0.4,ERR414252
Faecalibacterium,0.010405393829167026,0.007432806733396962,1986,1472,0.4,ERR414252
Faecalitalea,0.004173162137953366,0.007538090648353265,994,892,0.4,ERR414252
Flavonifractor,0.008084819313025807,0.008030563887298397,1207,1105,0.4,ERR414252
Lachnoclostridium,0.009958440871457102,0.007113538073737196,3174,1970,0.4,ERR414252
Odoribacter,0.03939612659693249,0.028141537632466233,2526,1594,0.4,ERR414252
Parabacteroides,0.061371932329531774,0.04383934623805445,2870,1747,0.4,ERR414252
Roseburia,0.020162738621459085,0.014402696598170027,2357,1567,0.4,ERR414252
Ruminococcus,0.010685822056826418,0.007633122761484547,2983,1793,0.4,ERR414252
medium,,,776,776,0.4,ERR414252
Akkermansia,0.027986416880542014,0.019165410763029366,2274,1386,0.30000000000000004,ERR414252
Alistipes,0.17818320791696995,0.09541019225321327,2650,1613,0.30000000000000004,ERR414252
Anaerostipes,0.009753996830062022,0.005222886742411393,2034,1491,0.30000000000000004,ERR414252
Bacteroides,0.4714965049093863,0.25246807880465905,3307,1887,0.30000000000000004,ERR414252
Barnesiella,0.0038379292242240208,0.011283915336781324,2235,1371,0.30000000000000004,ERR414252
Bifidobacterium,0.007261366168011953,0.0038881797578766883,3108,1734,0.30000000000000004,ERR414252
Blautia,0.01364018037947114,0.0073037871953590934,3108,1818,0.30000000000000004,ERR414252
Clostridium,0.001881190864342681,0.001007304699050207,3532,2001,0.30000000000000004,ERR414252
Coprococcus,0.0023189733168138085,0.0012417202149560586,2188,1591,0.30000000000000004,ERR414252
Eubacterium,0.11940179775382302,0.06393502851375245,2482,1761,0.30000000000000004,ERR414252
Faecalibacterium,0.010405393829167026,0.005571684549943986,1986,1472,0.30000000000000004,ERR414252
Faecalitalea,0.004173162137953366,0.008111120280344207,994,892,0.30000000000000004,ERR414252
Flavonifractor,0.008084819313025807,0.007999798878059718,1207,1105,0.30000000000000004,ERR414252
Lachnoclostridium,0.009958440871457102,0.005332358584914164,3174,1970,0.30000000000000004,ERR414252
Odoribacter,0.03939612659693249,0.021095096770782164,2526,1594,0.30000000000000004,ERR414252
Parabacteroides,0.061371932329531774,0.03286228781410364,2870,1747,0.30000000000000004,ERR414252
Roseburia,0.020162738621459085,0.010796363982866135,2357,1567,0.30000000000000004,ERR414252
Ruminococcus,0.010685822056826418,0.0057218429824804195,2983,1793,0.30000000000000004,ERR414252
medium,,,776,776,0.30000000000000004,ERR414252
Akkermansia,0.027986416880542014,1.412244524827967e-10,2274,1386,0.2,ERR414252
Alistipes,0.17818320791696995,0.010200777827187096,2650,1613,0.2,ERR414252
Anaerostipes,0.009753996830062022,3.332818189069333e-10,2034,1491,0.2,ERR414252
Bacteroides,0.4714965049093863,0.20486037330465312,3307,1887,0.2,ERR414252
Barnesiella,0.0038379292242240208,0.009125355784101981,2235,1371,0.2,ERR414252
Bifidobacterium,0.007261366168011953,9.405691468135423e-05,3108,1734,0.2,ERR414252
Blautia,0.01364018037947114,2.27832037311332e-11,3108,1818,0.2,ERR414252
Clostridium,0.001881190864342681,1.3468948424701383e-10,3532,2001,0.2,ERR414252
Coprococcus,0.0023189733168138085,0.00013781814848686053,2188,1591,0.2,ERR414252
Eubacterium,0.11940179775382302,1.3236670377500047e-11,2482,1761,0.2,ERR414252
Faecalibacterium,0.010405393829167026,5.267961876424291e-11,1986,1472,0.2,ERR414252
Faecalitalea,0.004173162137953366,0.0017900329173315681,994,892,0.2,ERR414252
Flavonifractor,0.008084819313025807,8.815097256918357e-11,1207,1105,0.2,ERR414252
Lachnoclostridium,0.009958440871457102,4.34886923359856e-11,3174,1970,0.2,ERR414252
Odoribacter,0.03939612659693249,0.0015866548203834782,2526,1594,0.2,ERR414252
Parabacteroides,0.061371932329531774,1.051957018689355e-11,2870,1747,0.2,ERR414252
Roseburia,0.020162738621459085,1.8160520701839697e-11,2357,1567,0.2,ERR414252
Ruminococcus,0.010685822056826418,4.622171934339765e-11,2983,1793,0.2,ERR414252
medium,,,776,776,0.2,ERR414252
Akkermansia,0.027986416880542014,0.006325621679538222,2274,1386,0.1,ERR414252
Alistipes,0.17818320791696995,0.022571240377958927,2650,1613,0.1,ERR414252
Anaerostipes,0.009753996830062022,0.0009617744875607336,2034,1491,0.1,ERR414252
Bacteroides,0.4714965049093863,0.09356856636872286,3307,1887,0.1,ERR414252
